,0
p_df_SvPtsWon%_ratio_l60_tw_ss_IO_SOS_adj_diff,0.00031842810061021286
p_ace_df%_ratio_l10_tw_ss_diff,0.0003152302401139738
p_ace_df%_ratio_l10_tw_ss_IO_SOS_adj_csp_diff,0.0003112139844249198
p_surf_chg_diff,0.00031046127191030617
p_1st_sv%_yielded_l10_tw_ss_IO_SOS_csp_adj_diff,0.0003024817915557024
p_2nd_ret_pts_won%_l10_tw_ss_IO_diff,0.00029906515190364206
p_bpconv_opp_bpsave%_l10_tw_ss_SOS_adj_diff,0.00029815684402476343
t_2nd_ret_pts_won%_ratio,0.000290658757962411
p_dfinduce_opp_df%_l60_tw_ss_IO_SOS_adj_diff,0.00028861923233805846
p_bp_save%_l60_tw_ss_diff,0.00028609523964326405
p_1stSvWon_1stSv%_ratio_l10_tw_ss_IO_SOS_adj_csp_diff,0.0002844314005514102
p_ace_1stSv%_ratio_l10_tw_ss_diff,0.0002808875910319697
p_bpsave_opp_bpconv%_l60_tw_ss_IO_SOS_adj_diff,0.000278766427503454
p_df_SvPtsWon%_ratio_l10_tw_ss_IO_SOS_adj_csp_diff,0.00027080069358359737
p_ace_df%_ratio_l60_tw_ss_IO_SOS_adj_csp_diff,0.0002703181902036595
p_ace%_l10_tw_ss_SOS_adj_diff,0.00025928940351137227
p_df_induce%_l10_tw_ss_SOS_adj_diff,0.0002571364138446573
p_df_induce%_l10_tw_ss_SOS_csp_adj_diff,0.0002507981643477188
t_ret_pts_won%_ratio,0.0002504868370931058
p_1st_sv%_l10_tw_ss_diff,0.00024276993617579318
p_bpsave_opp_bpconv%_l60_tw_ss_SOS_csp_adj_diff,0.00023142709502404663
t_2nd_sv_pts_won%_ratio,0.00023036119916742149
p_ent,0.00022754487448528157
p_ace%_l10_tw_ss_IO_diff,0.0002266249028814605
p_1st_sv_pts_won%_l60_tw_ss_IO_SOS_csp_adj_diff,0.00022473102354185904
p_ace_1stSv%_ratio_l60_tw_ss_IO_SOS_csp_adj_diff,0.00021571757520044617
p_ace_1stSv%_ratio_l10_tw_ss_IO_SOS_adj_diff,0.0002122990393030975
t_1st_sv_pts_won%_ratio,0.00021152367486425915
p_df_SvPtsWon%_ratio_l10_tw_ss_IO_diff,0.0002111740530766962
p_df%_l60_tw_ss_SOS_adj_diff,0.0002069325901277073
p_ace_1stSv%_ratio_l60_tw_ss_SOS_csp_adj_diff,0.00019517327517307054
t_df_induce%_ratio,0.0001907882878221209
p_1st_sv%_l10_tw_ss_SOS_adj_diff,0.00019027449610149586
p_ret_pts_won%_l10_tw_ss_IO_diff,0.00018621122300437352
t_1st_ret_pts_won%_ratio,0.00018436827862581442
p_1st_sv_pts_won%_l10_tw_ss_IO_SOS_csp_adj_diff,0.00018237387063324388
p_bp_save%_l60_tw_ss_SOS_adj_diff,0.00017984709402837101
p_1st_sv%_l10_tw_ss_IO_SOS_csp_adj_diff,0.00017567731118910463
p_bp_save%_l10_tw_ss_IO_SOS_csp_adj_diff,0.0001742078824427995
p_ace%_l10_tw_ss_IO_SOS_csp_adj_diff,0.00017024248184734095
p_1stSvWon_1stSv%_ratio_l60_tw_ss_IO_SOS_adj_csp_diff,0.00016756389931060385
p_1stSvWon_1stSv%_ratio_l60_tw_ss_IO_diff,0.00016431352236136849
p_ace_opp_aced%_l60_tw_ss_IO_SOS_csp_adj_diff,0.0001489947601968806
p_df_induce%_l60_tw_ss_IO_SOS_csp_adj_diff,0.00013441526955400502
p_tz_chg_diff,0.00013022216205052934
p_ace_df%_ratio_l60_tw_ss_IO_SOS_adj_diff,0.00012651053824630284
p_1stSvWon_1stSv%_ratio_l10_tw_ss_SOS_adj_csp_diff,0.0001248009888216187
p_ace_df%_ratio_l60_tw_ss_SOS_adj_csp_diff,0.00012035771420631736
p_df_SvPtsWon%_ratio_l10_tw_ss_SOS_adj_diff,0.00011727952328344205
p_ace_1stSv%_ratio_l60_tw_ss_IO_SOS_adj_diff,0.00011318059601468954
